Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
BWI,TPA,51,303146,441195,3369,842,2677712,2730007
CLT,TPA,70,378303,459772,2814,508,1706469,2730007
CLE,TPA,56,81827,100409,864,927,2094051,2730007
LGA,TPA,38,133382,172523,1403,1011,37937002,2730007
JFK,TPA,56,391953,485442,3325,1005,37937002,2730007
SAV,MCF,1,21,50,1,305,334562,2730007
RIC,TPA,1,142,142,1,723,1227115,2730007
PDX,TPA,1,20,137,1,2497,2203745,2730007
SJC,TPA,1,91,150,1,2367,1810646,2730007
SYR,TPA,3,209,316,3,1104,645016,2730007
GRB,TPA,1,141,224,1,1180,302322,2730007
TYS,TPA,1,119,142,1,547,692210,2730007
PIT,TPA,61,102938,142922,1095,873,2355391,2730007
PVD,TPA,26,106706,132835,973,1137,1599312,2730007
AGC,TPA,1,5,13,1,866,2355391,2730007
BHM,TPA,27,89032,147093,1074,460,1123146,2730007
DSM,TPA,3,420,497,3,1127,554101,2730007
CVG,TPA,52,102579,121103,1096,773,2158643,2730007
STL,TPA,40,104802,148165,1077,869,2818688,2730007
CHS,TPA,3,280,443,3,371,647194,2730007
MHT,TPA,28,81750,100485,735,1204,404074,2730007
CKB,TPA,1,56,70,1,791,92099,2730007
GSO,TPA,1,44,162,1,580,707185,2730007
MKE,TPA,27,63257,81002,639,1075,1550451,2730007
LAS,TPA,30,141872,167388,1168,1984,1879093,2730007
ROC,TPA,13,35735,43031,363,1079,1033155,2730007
BNA,TPA,35,156534,235739,1723,612,1556368,2730007
PNS,TPA,22,23299,45576,1714,330,453132,2730007
LEX,TPA,1,140,150,1,704,464042,2730007
SAN,TPA,1,119,262,1,2087,3019274,2730007
PBI,TPA,42,120451,193014,1708,174,5501752,2730007
SLC,TPA,16,47553,52023,327,1887,1111600,2730007
FLL,TPA,73,362687,546779,4630,197,5501752,2730007
PHL,TPA,98,378238,492194,3359,920,11880992,2730007
JAX,TPA,41,89258,153572,1674,180,1316528,2730007
ACY,TPA,12,48290,59115,409,914,270609,2730007
OKC,TPA,1,99,120,1,1023,1207519,2730007
BWG,TPA,1,86,100,2,660,118588,2730007
HOU,TPA,30,130224,188141,1375,781,5726705,2730007
IAH,TPA,77,232613,285474,1948,787,5726705,2730007
ATL,TPA,90,988002,1191509,7298,406,5385586,2730007
BUF,TPA,33,69204,98597,724,1054,1124055,2730007
DTW,TPA,58,285282,325055,2017,983,8847562,2730007
ORD,TPA,33,299631,359380,2410,1012,19031272,2730007
MDW,TPA,32,183291,301081,2198,997,19031272,2730007
ELP,TPA,3,781,987,4,1452,738416,2730007
PHX,TPA,33,134505,152322,1016,1788,4287323,2730007
RDU,TPA,35,103885,147101,1097,587,1090408,2730007
ROA,TPA,3,573,805,6,661,298920,2730007
COU,TPA,1,192,210,1,932,164182,2730007
CAE,TPA,1,134,160,1,420,732558,2730007
SEA,TPA,1,121,264,1,2520,6713274,2730007
MCO,TPA,43,6429,8042,61,80,2060968,2730007
MEM,TPA,52,87018,102660,864,656,1298529,2730007
OAK,TPA,1,134,264,1,2384,4260236,2730007
CMH,TPA,37,97660,136855,1084,829,1779822,2730007
BDL,TPA,45,120523,171451,1265,1111,1191170,2730007
EYW,TPA,14,25514,36903,1939,240,73298,2730007
GPT,TPA,14,33344,42641,364,429,236155,2730007
DAY,TPA,12,19704,23868,204,828,837036,2730007
BOS,TPA,49,187424,237165,1762,1185,9089410,2730007
DFW,TPA,25,316042,384379,2744,929,12602170,2730007
APF,TPA,4,1680,5168,272,134,315533,2730007
AUS,TPA,26,37366,50371,368,928,1654100,2730007
MIA,TPA,44,224750,314890,4124,204,11003504,2730007
CAK,TPA,12,37395,41886,358,894,699954,2730007
ALB,TPA,19,41505,53226,389,1130,854301,2730007
FNT,TPA,14,21390,24503,199,1036,428859,2730007
ITO,TPA,1,11,18,1,4562,176399,2730007
OMA,TPA,1,21,137,1,1190,839265,2730007
TUL,TPA,1,74,124,1,965,916037,2730007
EWR,TPA,93,344302,430006,2822,998,18968501,2730007
FOE,TPA,1,131,140,1,1069,229774,2730007
STL,TUL,52,94091,163886,1771,351,2818688,916037
CVG,TUL,32,33655,44109,879,646,2158643,916037
FSM,TUL,1,35,50,1,104,290977,916037
MHT,TUL,1,134,137,1,1380,404074,916037
GSO,TUL,1,135,140,1,891,707185,916037
BHM,TUL,2,414,436,3,549,1123146,916037
MDT,TUL,1,48,70,1,1075,533802,916037
PIT,TUL,1,61,70,1,899,2355391,916037
LAS,TUL,38,56236,67648,479,1076,1879093,916037
BNA,TUL,4,449,554,4,515,1556368,916037
SAN,TUL,10,8811,11774,232,1236,3019274,916037
MKE,TUL,1,26,50,1,631,1550451,916037
SLC,TUL,14,25881,30516,606,926,1111600,916037
COS,TUL,1,41,150,1,517,616975,916037
PBI,TUL,1,124,140,1,1138,5501752,916037
FLL,TUL,1,54,68,1,1162,5501752,916037
PHL,TUL,2,263,280,2,1151,11880992,916037
OKC,TUL,6,308,544,8,111,1207519,916037
IND,TUL,2,256,290,2,578,1720796,916037
SFO,TUL,1,140,140,1,1465,8520472,916037
CLE,TUL,13,9243,13707,274,837,2094051,916037
BWI,TUL,1,48,137,1,1071,2677712,916037
JFK,TUL,2,235,280,2,1235,37937002,916037
PDX,TUL,1,138,140,1,1532,2203745,916037
SJC,TUL,1,132,140,1,1442,1810646,916037
LGA,TUL,2,579,696,5,1231,37937002,916037
LAF,TUL,1,68,122,1,567,193753,916037
PHX,TUL,35,91696,137033,1012,935,4287323,916037
AMA,TUL,3,247,324,3,335,243682,916037
ICT,TUL,3,192,316,3,132,603205,916037
RDU,TUL,1,125,140,1,957,1090408,916037
MEM,TUL,14,46803,53960,1076,342,1298529,916037
IAH,TUL,76,147555,178845,2868,429,5726705,916037
ISO,TUL,1,327,386,2,1027,56674,916037
HOU,TUL,36,105185,172649,1278,453,5726705,916037
MCO,TUL,5,537,1389,10,1005,2060968,916037
OAK,TUL,1,38,54,1,1456,4260236,916037
JAN,TUL,1,137,137,1,427,537194,916037
MSN,TUL,1,29,50,1,593,562065,916037
SFB,TUL,1,121,137,1,995,2060968,916037
GPT,TUL,2,213,250,2,561,236155,916037
CMH,TUL,1,39,50,1,755,1779822,916037
BDL,TUL,1,143,148,1,1305,1191170,916037
DFW,TUL,82,293715,385593,3213,237,12602170,916037
DAL,TUL,36,198543,306874,2270,237,12602170,916037
BOS,TUL,3,389,468,3,1394,9089410,916037
BFM,TUL,1,363,398,2,593,409132,916037
LAW,TUL,1,42,50,1,181,112249,916037
MIA,TUL,3,508,691,3,1168,11003504,916037
AUS,TUL,3,1849,4550,91,426,1654100,916037
RNO,TUL,5,580,696,5,1322,416657,916037
OMA,TUL,2,141,180,2,352,839265,916037
TPA,TUL,1,270,274,2,965,2730007,916037
EWR,TUL,14,13120,16864,334,1215,18968501,916037
TUS,TUL,2,183,206,2,906,1009832,916037
ATL,TUL,28,84645,99580,1981,674,5385586,916037
BUF,TUL,1,136,137,1,1025,1124055,916037
ORD,TUL,71,146741,219491,2728,585,19031272,916037
DTW,TUL,14,30688,36230,721,790,8847562,916037
ELP,TUL,1,121,137,1,673,738416,916037
MDW,TUL,2,117,274,2,583,19031272,916037
LAX,TUL,9,5080,5581,78,1283,25536790,916037
MSY,TUL,2,149,194,2,538,1168547,916037
MSP,TUL,15,26928,35752,711,616,3237612,916037
SAT,TUL,4,1778,4687,92,483,2030691,916037
LIT,TUL,5,320,511,5,230,675921,916037
BTR,TUL,1,42,50,1,477,779340,916037
MCI,TUL,34,79222,109355,813,223,2046083,916037
IAD,TUL,7,656,848,7,1028,10755872,916037
SHV,TUL,2,116,260,2,284,389389,916037
SMF,TUL,8,7983,11500,230,1419,2101138,916037
DCA,TUL,2,197,216,2,1050,10755872,916037
ABQ,TUL,8,7394,11650,233,608,846582,916037
XNA,TUL,3,129,150,3,89,455408,916037
CLL,TYR,2,57,118,3,134,207140,201160
SHV,TYR,2,50,84,2,92,389389,201160
BTR,TYR,4,164,220,5,281,779340,201160
LIT,TYR,2,134,140,2,246,675921,201160
TYS,TYR,3,146,200,4,696,692210,201160
LFT,TYR,2,49,68,2,250,259773,201160
SAV,TYR,1,39,50,1,831,334562,201160
CLE,TYR,1,69,70,1,974,2094051,201160
IAH,TYR,13,36172,61964,1822,163,5726705,201160
GRK,TYR,1,41,50,1,168,379569,201160
HOU,TYR,1,48,50,1,187,5726705,201160
JAN,TYR,2,78,100,2,311,537194,201160
GGG,TYR,2,34,68,2,40,204496,201160
CMH,TYR,1,43,50,1,874,1779822,201160
CAE,TYR,2,56,100,2,834,732558,201160
PNS,TYR,3,171,182,4,502,453132,201160
GSP,TYR,3,87,144,3,780,630098,201160
CHS,TYR,2,132,150,3,896,647194,201160
HSV,TYR,1,45,50,1,522,397228,201160
CVG,TYR,1,42,50,1,759,2158643,201160
FWA,TYR,1,49,50,1,821,411625,201160
MDT,TYR,1,46,70,1,1169,533802,201160
DFW,TYR,22,37227,57947,1542,103,12602170,201160
MLU,TYR,1,14,34,1,197,172981,201160
LRD,TYR,1,47,50,1,410,235937,201160
MCN,ABY,1,48,50,1,86,230735,164488
ATL,ABY,13,38164,54066,1081,146,5385586,164488
BUF,ALB,10,1683,6342,186,251,1124055,854301
ATL,ALB,19,71840,80004,1142,852,5385586,854301
DTW,ALB,63,95843,117138,1084,488,8847562,854301
ORD,ALB,81,148155,185510,2515,723,19031272,854301
MDW,ALB,25,63953,97931,715,717,19031272,854301
YIP,ALB,1,37,148,1,498,8847562,854301
PIT,ALB,2,172,243,3,367,2355391,854301
PVD,ALB,1,63,66,1,141,1599312,854301
CVG,ALB,40,42682,48625,969,623,2158643,854301
STL,ALB,3,93,355,4,910,2818688,854301
ART,ALB,4,510,2592,284,141,117157,854301
MHT,ALB,6,309,491,6,121,404074,854301
CHS,ALB,1,49,50,1,759,647194,854301
GSO,ALB,1,43,50,1,564,707185,854301
DSM,ALB,1,39,50,1,1021,554101,854301
BTV,ALB,2,76,100,2,124,207028,854301
OGS,ALB,4,574,2565,285,157,109553,854301
LAS,ALB,15,43226,49585,362,2237,1879093,854301
BNA,ALB,1,104,137,1,825,1556368,854301
MKE,ALB,2,88,100,2,715,1550451,854301
STC,ALB,1,37,122,1,1022,187672,854301
ROC,ALB,3,140,164,3,198,1033155,854301
BOS,ALB,22,3445,11162,421,145,9089410,854301
DFW,ALB,2,229,288,2,1435,12602170,854301
TPA,ALB,27,44046,53474,392,1130,2730007,854301
AUS,ALB,1,6,137,1,1577,1654100,854301
BGR,ALB,1,39,50,1,287,149268,854301
TUL,ALB,1,46,50,1,1260,916037,854301
EWR,ALB,30,55634,78849,1307,143,18968501,854301
XNA,ALB,1,41,50,1,1179,455408,854301
IAD,ALB,25,62035,75270,1433,325,10755872,854301
DCA,ALB,65,67602,112626,1369,318,10755872,854301
MCI,ALB,1,44,50,1,1115,2046083,854301
LAX,ALB,5,642,733,6,2467,25536790,854301
MSP,ALB,18,16057,18032,356,979,3237612,854301
CLE,ALB,23,48108,57857,1186,424,2094051,854301
CLT,ALB,54,104428,126325,1062,646,1706469,854301
BWI,ALB,29,229191,312884,2290,288,2677712,854301
JFK,ALB,29,30976,48449,969,145,37937002,854301
LGA,ALB,22,10285,35502,1076,136,37937002,854301
SAV,ALB,1,11,50,1,837,334562,854301
PWM,ALB,3,138,150,3,187,516026,854301
SYR,ALB,4,155,187,4,119,645016,854301
FLL,ALB,4,4451,7809,57,1204,5501752,854301
SLC,ALB,1,164,174,1,1960,1111600,854301
PBI,ALB,1,114,142,1,1163,5501752,854301
CHO,ALB,1,61,70,1,401,195012,854301
PHL,ALB,74,97266,146723,2443,212,11880992,854301
ACY,ALB,15,2131,3142,26,230,270609,854301
SFO,ALB,2,256,368,2,2559,8520472,854301
MCO,ALB,25,106345,140066,1025,1073,2060968,854301
MEM,ALB,1,34,37,1,1018,1298529,854301
MSN,ALB,1,28,50,1,787,562065,854301
BDL,ALB,9,963,1158,10,80,1191170,854301
PHX,ALB,2,265,274,2,2159,4287323,854301
RDU,ALB,2,117,165,2,544,1090408,854301
DTW,APN,12,12177,23732,698,198,8847562,29600
FYV,AHN,1,41,50,1,631,455408,189926
TCL,AHN,1,37,50,1,252,208902,189926
GNV,AHN,3,113,200,4,300,259179,189926
BTR,AHN,2,66,100,2,515,779340,189926
DCA,AHN,1,45,50,1,487,10755872,189926
MSY,AHN,1,90,100,2,489,1168547,189926
OKC,AHN,1,31,50,1,818,1207519,189926
LEX,AHN,3,138,180,4,291,464042,189926
BNA,AHN,3,124,200,4,242,1556368,189926
TUS,AHN,1,46,56,1,1603,1009832,189926
MCN,AHN,1,11,180,20,88,230735,189926
GTR,AHN,2,62,100,2,305,59225,189926
ATL,AHN,7,764,3627,491,67,5385586,189926
CLT,AHN,5,1671,4427,233,161,1706469,189926
TYS,AHN,2,67,100,2,134,692210,189926
LAS,AUS,43,134624,163266,1235,1090,1879093,1654100
BNA,AUS,36,68899,108061,800,756,1556368,1654100
SAN,AUS,28,82446,98889,721,1164,3019274,1654100
SNA,AUS,12,25338,37324,253,1209,12768395,1654100
LEX,AUS,1,252,272,2,922,464042,1654100
MHK,AUS,2,69,86,2,619,122049,1654100
MKE,AUS,3,124,150,3,1032,1550451,1654100
STL,AUS,31,28123,37257,605,722,2818688,1654100
CVG,AUS,36,31269,41976,653,958,2158643,1654100
BHM,AUS,6,615,842,8,682,1123146,1654100
MGM,AUS,1,24,50,1,683,365596,1654100
DSM,AUS,1,39,56,1,813,554101,1654100
ATL,AUS,93,212252,248230,2424,813,5385586,1654100
IAH,AUS,74,365941,514209,3660,140,5726705,1654100
HOU,AUS,38,187585,305912,2280,148,5726705,1654100
ORD,AUS,53,233513,306828,2771,978,19031272,1654100
ELP,AUS,39,116264,181604,1348,528,738416,1654100
DTW,AUS,17,31510,36568,478,1149,8847562,1654100
MDW,AUS,28,59063,97210,710,972,19031272,1654100
DFW,AUS,32,597588,751052,5363,190,12602170,1654100
BOS,AUS,15,33207,46130,368,1698,9089410,1654100
DAL,AUS,44,426067,632489,5477,189,12602170,1654100
FAT,AUS,1,133,136,1,1348,903133,1654100
LRD,AUS,2,62,188,2,211,235937,1654100
TPA,AUS,29,39084,51210,374,928,2730007,1654100
TUL,AUS,11,2630,5542,101,426,916037,1654100
MIA,AUS,4,426,557,4,1104,11003504,1654100
RNO,AUS,6,823,916,6,1405,416657,1654100
OMA,AUS,3,142,240,3,772,839265,1654100
EWR,AUS,47,84002,111617,934,1504,18968501,1654100
TUS,AUS,11,8624,12017,235,797,1009832,1654100
TUP,AUS,1,29,100,1,592,133063,1654100
FOE,AUS,2,86,193,2,614,229774,1654100
OKC,AUS,11,3064,5233,99,358,1207519,1654100
SFO,AUS,37,55751,70088,615,1504,8520472,1654100
JAX,AUS,9,7264,11690,232,954,1316528,1654100
PHL,AUS,26,30904,39861,294,1430,11880992,1654100
IND,AUS,10,8049,10850,217,920,1720796,1654100
CRP,AUS,3,162,434,3,167,413206,1654100
SLC,AUS,28,33767,39419,559,1085,1111600,1654100
FLL,AUS,35,41693,56354,486,1105,5501752,1654100
COS,AUS,3,115,150,3,716,616975,1654100
PBI,AUS,1,134,140,1,1096,5501752,1654100
MSY,AUS,13,16845,23022,452,445,1168547,1654100
LAX,AUS,53,178441,221436,1729,1241,25536790,1654100
MSP,AUS,20,43607,55382,713,1042,3237612,1654100
SAT,AUS,29,2846,4184,34,66,2030691,1654100
GRI,AUS,1,126,173,1,744,70400,1654100
GRR,AUS,1,43,50,1,1103,776505,1654100
XNA,AUS,2,229,247,3,462,455408,1654100
IAD,AUS,27,45695,57044,853,1297,10755872,1654100
LIT,AUS,5,503,648,6,446,675921,1654100
SWO,AUS,2,180,238,2,412,78733,1654100
ABQ,AUS,17,14715,22806,443,619,846582,1654100
GNV,AUS,1,39,50,1,923,259179,1654100
SMF,AUS,3,445,464,3,1481,2101138,1654100
BTR,AUS,1,27,50,1,390,779340,1654100
MCI,AUS,16,14054,23233,457,650,2046083,1654100
MKC,AUS,1,89,112,2,640,2046083,1654100
SHV,AUS,1,124,130,1,275,389389,1654100
SJT,AUS,1,69,130,1,186,109152,1654100
DCA,AUS,2,197,223,2,1316,10755872,1654100
CLE,AUS,15,16644,19768,381,1174,2094051,1654100
CLT,AUS,9,49092,57018,663,1033,1706469,1654100
BWI,AUS,32,79824,100098,732,1342,2677712,1654100
ANC,AUS,1,146,157,1,3179,365790,1654100
JFK,AUS,28,99822,124924,1312,1522,37937002,1654100
RIC,AUS,1,125,140,1,1271,1227115,1654100
SJC,AUS,17,91397,131593,944,1476,1810646,1654100
PDX,AUS,6,983,1044,7,1715,2203745,1654100
LGA,AUS,1,124,124,1,1520,37937002,1654100
TYS,AUS,3,314,380,5,882,692210,1654100
RDU,AUS,10,22246,32274,233,1162,1090408,1654100
PHX,AUS,71,264425,342490,2790,872,4287323,1654100
AMA,AUS,3,259,411,3,419,243682,1654100
SEA,AUS,11,17830,21278,152,1770,6713274,1654100
CAE,AUS,1,45,50,1,1004,732558,1654100
COU,AUS,3,213,248,3,670,164182,1654100
BPT,AUS,1,79,175,1,219,377477,1654100
MSO,AUS,1,135,137,1,1450,107552,1654100
GPT,AUS,1,103,120,1,514,236155,1654100
CMH,AUS,2,175,190,2,1074,1779822,1654100
MCO,AUS,39,64905,78446,638,993,2060968,1654100
LBB,AUS,39,60211,92115,695,341,271582,1654100
MAF,AUS,33,21947,64480,473,294,129159,1654100
MEM,AUS,26,50784,60958,1077,559,1298529,1654100
OAK,AUS,20,23461,31316,237,1497,4260236,1654100
SFB,AUS,1,171,173,1,994,2060968,1654100
JAN,AUS,3,267,324,3,472,537194,1654100
GRK,AUS,2,158,185,2,61,379569,1654100
LNK,AUS,1,40,50,1,736,294665,1654100
EFD,AUS,1,115,148,1,156,5726705,1654100
MSP,BGR,3,453,550,11,1194,3237612,149268
DCA,BGR,5,539,750,15,590,10755872,149268
IAD,BGR,1,56,66,1,601,10755872,149268
BTV,BGR,1,37,50,1,214,207028,149268
CVG,BGR,9,5005,6347,127,906,2158643,149268
MHT,BGR,1,32,50,1,183,404074,149268
DTW,BGR,12,30580,39250,785,750,8847562,149268
ORD,BGR,3,383,429,3,978,19031272,149268
MDW,BGR,2,160,297,2,974,19031272,149268
ATL,BGR,14,16278,18985,264,1134,5385586,149268
PHL,BGR,22,38891,59606,1055,473,11880992,149268
SBA,BGR,1,6,12,1,2766,403655,149268
IND,BGR,1,176,252,1,959,1720796,149268
FLL,BGR,2,304,366,2,1438,5501752,149268
COS,BGR,1,67,173,1,1882,616975,149268
BOS,BGR,25,27561,39238,784,201,9089410,149268
DFW,BGR,1,168,244,1,1717,12602170,149268
EWR,BGR,21,18689,24778,526,393,18968501,149268
TCM,BGR,1,191,352,1,2537,3356637,149268
SFB,BGR,12,16114,18150,121,1299,2060968,149268
IAH,BGR,1,303,320,2,1768,5726705,149268
GEG,BGR,1,41,175,1,2305,462408,149268
PHX,BGR,1,8,18,1,2417,4287323,149268
CLE,BGR,1,72,124,1,698,2094051,149268
JFK,BGR,16,12455,16500,330,382,37937002,149268
PWM,BGR,1,28,50,1,109,516026,149268
LGA,BGR,11,8130,12487,250,378,37937002,149268
ALO,BGR,1,132,162,1,1187,163659,149268
TPA,BOS,48,185326,236010,1755,1185,2730007,9089410
AUS,BOS,13,34751,45750,365,1698,1654100,9089410
BGR,BOS,35,30617,40869,790,201,149268,9089410
ALB,BOS,20,3031,11250,426,145,854301,9089410
MIA,BOS,28,345699,414755,2179,1258,11003504,9089410
CAK,BOS,12,42705,54054,462,549,699954,9089410
OPF,BOS,1,13,13,1,1251,11003504,9089410
DFW,BOS,31,350655,444529,2912,1562,12602170,9089410
DAL,BOS,1,51,63,1,1554,12602170,9089410
DLH,BOS,1,29,122,1,1086,275188,9089410
BOS,BOS,1,182,183,1,0,9089410,9089410
EWR,BOS,68,287476,438189,3760,200,18968501,9089410
MKE,BOS,28,123708,162963,1725,860,1550451,9089410
LAS,BOS,54,163573,198911,1367,2381,1879093,9089410
ROC,BOS,31,42006,60845,1053,343,1033155,9089410
BNA,BOS,14,6110,7820,155,943,1556368,9089410
SAN,BOS,22,83389,99710,602,2588,3019274,9089410
SNA,BOS,2,130,344,2,2592,12768395,9089410
PIT,BOS,63,135722,191253,2424,496,2355391,9089410
PVD,BOS,18,1270,1807,21,49,1599312,9089410
MHT,BOS,17,1524,2432,78,45,404074,9089410
STL,BOS,13,73908,116206,833,1046,2818688,9089410
CHS,BOS,16,6870,8320,166,818,647194,9089410
CVG,BOS,90,160259,221556,1970,752,2158643,9089410
MDT,BOS,12,11690,23902,646,335,533802,9089410
GSP,BOS,1,175,184,1,794,630098,9089410
BDR,BOS,1,6,8,1,137,894401,9089410
DSM,BOS,2,125,157,2,1165,554101,9089410
GSO,BOS,13,3297,8800,176,645,707185,9089410
BTV,BOS,1,18,120,1,181,207028,9089410
IAH,BOS,49,206391,249207,1796,1597,5726705,9089410
DTW,BOS,75,250054,350757,2348,632,8847562,9089410
MDW,BOS,9,29283,40298,345,861,19031272,9089410
ORD,BOS,99,775762,978428,6817,867,19031272,9089410
ATL,BOS,86,723048,879095,5952,946,5385586,9089410
BUF,BOS,43,109103,152575,2222,396,1124055,9089410
AUG,BOS,12,3245,10355,545,148,121151,9089410
CLT,BOS,111,443338,552090,3540,728,1706469,9089410
CLE,BOS,77,105842,154592,1422,563,2094051,9089410
BWI,BOS,63,280737,413030,4689,370,2677712,9089410
LGA,BOS,66,554970,1239428,11230,185,37937002,9089410
SYR,BOS,25,14968,32937,948,264,645016,9089410
PDX,BOS,13,38197,49085,362,2537,2203745,9089410
JFK,BOS,148,473032,657950,7581,187,37937002,9089410
SAV,BOS,16,5374,6987,140,901,334562,9089410
RKD,BOS,12,5509,13759,811,152,40917,9089410
RIC,BOS,41,69806,105248,1424,474,1227115,9089410
SJC,BOS,9,28580,38100,254,2689,1810646,9089410
PWM,BOS,6,277,323,6,95,516026,9089410
AVP,BOS,1,43,50,1,254,549321,9089410
PHL,BOS,146,379372,625355,6510,280,11880992,9089410
ACY,BOS,20,3096,5204,43,274,270609,9089410
MYR,BOS,21,68606,87652,636,738,258790,9089410
JAX,BOS,32,35874,46811,638,1011,1316528,9089410
SFO,BOS,70,385281,442614,2556,2704,8520472,9089410
IND,BOS,41,50372,88731,1668,817,1720796,9089410
OKC,BOS,1,135,188,1,1505,1207519,9089410
PBI,BOS,40,185483,230054,1714,1197,5501752,9089410
SLC,BOS,17,107010,126285,702,2105,1111600,9089410
FLL,BOS,53,314289,398577,2797,1237,5501752,9089410
RDU,BOS,75,141074,188524,3922,612,1090408,9089410
PHX,BOS,33,122239,146909,1067,2300,4287323,9089410
SEA,BOS,31,124808,150351,971,2496,6713274,9089410
BFI,BOS,1,55,184,1,2494,6713274,9089410
GEG,BOS,1,145,160,1,2274,462408,9089410
RUT,BOS,12,4831,9405,1045,127,63214,9089410
BDL,BOS,22,3582,4476,30,91,1191170,9089410
CMH,BOS,55,49842,71233,1526,640,1779822,9089410
MEM,BOS,23,45314,60603,854,1139,1298529,9089410
OAK,BOS,12,61437,76650,511,2693,4260236,9089410
MCO,BOS,76,395389,482388,3440,1121,2060968,9089410
HOU,BOS,1,36,59,1,1609,5726705,9089410
SFB,BOS,1,364,366,2,1098,2060968,9089410
LAN,BOS,1,57,199,1,693,454605,9089410
IAD,BOS,117,361544,464074,4044,413,10755872,9089410
DCA,BOS,88,459267,752827,8694,399,10755872,9089410
MCI,BOS,13,38096,54789,631,1256,2046083,9089410
BMG,BOS,1,122,168,1,847,184165,9089410
MKC,BOS,1,43,68,1,1254,2046083,9089410
LAX,BOS,74,345569,430699,2417,2611,25536790,9089410
MSP,BOS,55,213159,274679,1692,1124,3237612,9089410
MSY,BOS,13,16876,24416,247,1367,1168547,9089410
PBG,BOS,9,3707,7308,812,201,81699,9089410
SLC,CPR,18,22584,43012,1010,320,1111600,73057
MSP,CPR,16,9090,18440,365,674,3237612,73057
GTF,CPR,1,99,100,2,396,82022,73057
HLN,CPR,1,36,50,1,373,72444,73057
LAS,CPR,4,3015,4350,29,661,1879093,73057
MDW,CPR,1,52,160,1,959,19031272,73057
ORD,CPR,6,3343,6716,134,949,19031272,73057
ATL,CPR,1,165,184,1,1352,5385586,73057
GCC,CPR,1,8,30,1,110,41474,73057
CYS,CPR,3,94,240,3,148,87759,73057
GEG,CPR,1,123,156,1,629,462408,73057
ABQ,CVN,12,2400,11362,598,205,846582,43806
STL,DFW,40,405095,530081,3495,551,2818688,12602170
CVG,DFW,94,132917,182404,3176,812,2158643,12602170
STL,DAL,38,245855,364535,2689,546,2818688,12602170
EVV,DFW,23,12175,17709,358,642,350614,12602170
HSV,DFW,44,99842,155493,1660,603,397228,12602170
BHM,DFW,13,127299,174696,1252,597,1123146,12602170
BHM,DAL,36,111042,143593,1070,587,1123146,12602170
DSM,DFW,42,83409,112409,2069,624,554101,12602170
BHM,AFW,1,38,140,1,612,1123146,12602170
FSM,DFW,43,43598,83607,1787,228,290977,12602170
CHS,DFW,24,42771,55985,1124,987,647194,12602170
DSM,DAL,2,176,187,2,624,554101,12602170
MDT,DFW,10,15551,18320,262,1232,533802,12602170
SUS,DAL,2,90,290,2,531,2818688,12602170
AEX,DFW,26,22480,35785,968,285,153451,12602170
CVG,DAL,1,49,50,1,805,2158643,12602170
PGV,DAL,1,39,50,1,1129,176589,12602170
GSP,DFW,28,45482,68866,1403,862,630098,12602170
GSO,DFW,30,46529,65193,998,999,707185,12602170
MGM,DFW,1,142,148,1,622,365596,12602170
ATY,DAL,1,13,30,1,832,31880,12602170
FWA,DFW,24,25622,33831,689,859,411625,12602170
FWA,DAL,1,52,59,1,854,411625,12602170
CRW,DAL,1,24,37,1,938,303331,12602170
PIT,DFW,18,124068,144614,2065,1068,2355391,12602170
PIT,DAL,2,89,100,2,1060,2355391,12602170
SAN,DFW,30,434054,503808,3443,1171,3019274,12602170
MKE,DFW,40,114176,163533,2206,853,1550451,12602170
MKE,DAL,3,85,150,3,850,1550451,12602170
SNA,DAL,2,144,470,3,1216,12768395,12602170
ROC,DFW,8,9874,12160,174,1266,1033155,12602170
SNA,DFW,21,422985,527466,3563,1205,12768395,12602170
BNA,DFW,21,294234,391473,2808,631,1556368,12602170
LAS,DFW,82,661326,762498,4857,1055,1879093,12602170
LAS,DAL,4,299,457,4,1067,1879093,12602170
BNA,DAL,7,606,877,8,623,1556368,12602170
LAS,FTW,1,71,150,1,1039,1879093,12602170
RIV,DFW,1,100,173,1,1169,4092831,12602170
BNA,AFW,1,114,140,1,644,1556368,12602170
PNS,DFW,30,74063,90532,1965,604,453132,12602170
PNS,DAL,1,37,44,1,592,453132,12602170
LEX,DFW,33,26186,39254,887,785,464042,12602170
LEX,DAL,2,49,87,2,777,464042,12602170
MHK,DAL,1,133,137,1,434,122049,12602170
SJC,DFW,15,264724,308277,2208,1438,1810646,12602170
JFK,DFW,35,106240,146638,1274,1391,37937002,12602170
SJC,DAL,3,152,166,3,1450,1810646,12602170
LGA,DFW,38,572403,728810,5030,1389,37937002,12602170
SAV,DFW,25,31092,39923,775,925,334562,12602170
PDX,DFW,13,193621,213984,1534,1616,2203745,12602170
PDX,DAL,1,44,102,1,1626,2203745,12602170
SJC,FTW,1,140,190,1,1422,1810646,12602170
RIC,DFW,12,103946,141228,1012,1158,1227115,12602170
SYR,DFW,7,10382,12320,176,1337,645016,12602170
RFD,DFW,1,239,250,1,775,353381,12602170
CMI,DFW,14,11996,17932,359,693,223998,12602170
BWI,DFW,31,275307,320869,2252,1217,2677712,12602170
CLT,DFW,85,429675,530299,3751,936,1706469,12602170
CLE,DFW,51,113481,133206,2237,1021,2094051,12602170
CLT,DAL,2,87,122,2,926,1706469,12602170
